time,value
2022-04-20 13:54:35,3.0
2022-04-20 14:54:07,-14.0
2022-04-20 16:55:03,2.0
2022-04-20 17:55:35,-6.0
2022-04-21 23:04:10,2.0
2022-04-21 23:10:10,2.0
2022-04-21 23:14:24,2.0
2022-04-21 23:21:11,2.0
2022-04-21 23:26:24,2.0
2022-04-21 23:31:25,2.0
2022-04-21 23:34:24,2.0
2022-04-21 23:39:25,-6.0
2022-04-21 23:43:26,2.0
2022-04-21 23:47:25,-6.0
2022-04-21 23:56:25,2.0
2022-04-22 00:00:28,-6.0
2022-04-22 00:04:31,2.0
2022-04-22 00:08:31,2.0
2022-04-22 00:14:31,2.0
2022-04-22 00:18:32,2.0
2022-04-22 00:20:48,2.0
2022-04-22 00:27:42,-4.0
2022-04-22 00:33:42,4.0
2022-04-22 00:38:49,-13.0
2022-04-22 00:45:42,3.0
2022-04-22 01:09:43,5.0
2022-04-22 01:14:45,3.0
2022-04-22 01:19:21,5.0
2022-04-22 01:25:22,1.0
2022-04-22 01:30:47,2.0
2022-04-22 01:36:23,1.0
2022-04-22 01:41:50,-5.0
2022-04-22 01:46:23,1.0
2022-04-22 01:51:25,1.0
2022-04-22 01:54:50,-7.0
2022-04-22 02:00:50,1.0
2022-04-22 02:04:24,-13.0
2022-04-22 02:06:50,3.0
2022-04-22 02:11:24,3.0
2022-04-22 02:17:51,3.0
2022-04-22 02:20:22,3.0
2022-04-22 02:25:22,3.0
2022-04-22 02:30:55,-5.0
2022-04-22 02:36:21,3.0
2022-04-22 02:38:56,3.0
2022-04-22 02:43:57,3.0
2022-04-22 02:52:23,3.0
2022-04-22 02:55:58,3.0
2022-04-22 02:59:59,-12.0
2022-04-22 03:03:57,-4.0
2022-04-22 03:08:59,3.0
2022-04-22 03:11:24,3.0
2022-04-22 03:14:59,-13.0
2022-04-22 03:19:59,4.0
2022-04-22 03:26:02,2.0
2022-04-22 03:31:03,2.0
2022-04-22 03:32:23,7.0
2022-04-22 03:34:03,-6.0
2022-04-22 03:39:24,2.0
2022-04-22 03:44:03,2.0
2022-04-22 03:49:24,2.0
2022-04-22 03:54:04,2.0
2022-04-22 03:59:25,2.0
2022-04-22 04:06:04,2.0
2022-04-22 04:12:04,2.0
2022-04-22 04:17:47,2.0
2022-04-22 04:22:06,2.0
2022-04-22 04:26:10,2.0
2022-04-22 04:31:12,2.0
2022-04-22 04:37:47,2.0
2022-04-22 04:42:47,-4.0
2022-04-22 04:48:46,4.0
2022-04-22 04:53:13,4.0
2022-04-22 04:58:14,-12.0
2022-04-22 05:04:14,4.0
2022-04-22 05:10:14,4.0
2022-04-22 05:13:14,-12.0
2022-04-22 05:18:13,-6.0
2022-04-22 05:21:15,2.0
2022-04-22 05:26:18,2.0
2022-04-22 05:30:50,2.0
2022-04-22 05:35:49,2.0
2022-04-22 05:40:19,2.0
2022-04-22 05:44:19,2.0
2022-04-22 05:55:49,2.0
2022-04-22 06:01:19,2.0
2022-04-22 06:04:20,2.0
2022-04-22 06:11:19,2.0
2022-04-22 06:16:20,6.0
2022-04-22 06:18:36,6.0
2022-04-22 06:20:21,-11.0
2022-04-22 06:24:36,6.0
2022-04-22 08:25:28,-11.0
2022-04-22 08:30:30,6.0
2022-04-22 08:36:27,6.0
2022-04-22 08:41:28,-11.0
2022-04-22 08:42:42,6.0
2022-04-22 08:47:29,-3.0
2022-04-22 08:53:29,6.0
2022-04-22 08:55:43,6.0
2022-04-22 09:01:33,6.0
2022-04-22 09:08:42,-10.0
2022-04-22 09:11:42,-2.0
2022-04-22 09:16:44,-11.0
2022-04-22 09:20:50,5.0
2022-04-22 09:26:49,-3.0
2022-04-22 09:32:50,6.0
2022-04-22 09:37:50,-11.0
2022-04-22 09:43:50,5.0
2022-04-22 09:48:51,6.0
2022-04-25 03:38:56,-6.0
2022-04-25 03:43:56,2.0
2022-04-25 03:49:57,2.0
2022-04-25 03:52:57,7.0
2022-04-25 03:57:17,-1.0
2022-04-25 04:03:56,8.0
2022-04-25 04:17:24,8.0
2022-04-25 04:23:03,8.0
2022-04-25 04:26:04,9.0
2022-04-25 04:29:25,-8.0
2022-04-25 04:35:03,-8.0
2022-04-25 04:43:03,8.0
2022-04-25 04:47:04,-8.0
2022-04-25 04:50:05,-8.0
2022-04-25 04:55:04,8.0
2022-04-25 05:01:05,8.0
2022-04-25 05:06:27,-8.0
2022-04-25 05:12:29,8.0
2022-04-25 05:16:29,9.0
2022-04-25 05:22:10,1.0
2022-04-25 05:25:29,3.0
2022-04-25 05:31:11,4.0
2022-04-25 05:37:11,4.0
2022-04-25 05:42:11,4.0
2022-04-25 05:48:30,-13.0
2022-04-25 05:52:12,4.0
2022-04-25 05:57:31,-13.0
2022-04-25 06:01:12,-13.0
2022-04-25 06:07:20,3.0
2022-04-25 06:13:21,3.0
2022-04-25 06:19:21,-13.0
2022-04-25 21:13:15,3.0
2022-04-25 21:19:15,3.0
2022-04-25 21:25:15,3.0
2022-04-25 21:30:16,-14.0
2022-04-25 21:36:16,-6.0
2022-04-26 04:23:22,2.0
2022-04-26 04:24:37,-14.0
2022-04-26 04:26:22,2.0
2022-04-26 04:29:38,-6.0
2022-04-26 04:34:22,3.0
2022-04-26 04:38:39,3.0
2022-04-26 04:45:25,-5.0
2022-04-26 04:49:39,3.0
2022-04-26 04:55:39,1.0
2022-04-26 04:58:23,1.0
2022-04-26 05:01:28,2.0
2022-04-26 21:17:13,2.0
2022-04-26 21:37:14,3.0
2022-04-26 22:03:44,3.0
2022-04-26 22:14:15,3.0
2022-04-26 22:24:46,3.0
2022-04-26 22:39:17,3.0
2022-04-26 22:51:18,4.0
2022-04-28 03:52:47,-9.0
2022-04-28 03:57:19,3.0
2022-04-28 04:01:48,3.0
2022-04-28 04:03:20,3.0
2022-04-28 04:09:20,3.0
2022-04-28 04:14:21,-12.0
2022-04-28 04:17:21,-5.0
2022-04-28 04:19:21,2.0
2022-04-28 04:23:49,1.0
2022-04-28 04:29:51,2.0
2022-04-28 04:33:51,-14.0
2022-04-28 04:39:52,2.0
2022-04-28 04:45:52,2.0
2022-04-28 04:50:55,2.0
2022-04-28 04:55:55,4.0
2022-04-28 05:00:56,4.0
2022-04-28 05:08:57,-13.0
2022-04-28 05:16:16,-13.0
2022-04-28 05:52:02,3.0
2022-04-28 05:57:03,3.0
2022-04-28 06:02:23,3.0
2022-04-28 06:09:03,3.0
2022-04-28 06:16:26,-5.0
2022-04-28 06:23:26,3.0
2022-04-28 06:24:32,3.0
2022-04-28 06:27:04,4.0
2022-04-28 06:32:03,4.0
2022-04-28 06:34:05,-4.0
2022-04-28 06:38:06,4.0
2022-04-28 06:46:06,4.0
2022-04-28 06:49:05,-5.0
2022-04-28 06:55:09,7.0
2022-04-28 06:58:09,6.0
2022-04-28 07:03:29,3.0
2022-04-28 07:09:09,-5.0
2022-04-28 07:14:13,-3.0
2022-04-28 07:18:10,4.0
2022-04-28 07:29:09,2.0
2022-04-28 07:37:11,1.0
2022-04-28 07:43:16,1.0
2022-04-28 07:46:12,3.0
2022-04-28 07:52:14,-14.0
2022-04-28 08:12:16,-14.0
2022-04-28 08:17:15,2.0
2022-04-28 08:22:15,2.0
2022-04-28 08:28:16,-6.0
2022-04-28 08:31:39,-6.0
2022-04-28 08:34:38,2.0
2022-04-28 08:39:16,2.0
2022-04-29 14:54:14,2.0
2022-04-29 15:00:15,2.0
2022-04-29 15:05:16,2.0
2022-04-29 15:08:14,6.0
2022-04-29 15:12:10,-10.0
2022-04-29 16:40:13,6.0
2022-04-29 18:28:15,6.0
2022-04-29 18:33:15,-2.0
2022-05-02 03:47:12,6.0
2022-05-02 13:37:12,-10.0
2022-05-02 13:42:13,-2.0
2022-05-02 13:46:30,6.0
2022-05-02 13:52:13,6.0
2022-05-02 13:57:12,-10.0
2022-05-02 14:00:40,-11.0
2022-05-02 14:07:42,6.0
2022-05-02 14:16:41,6.0
2022-05-02 14:21:42,-10.0
2022-05-02 14:27:42,6.0
2022-05-02 14:34:41,-13.0
2022-05-02 14:39:12,2.0
2022-05-02 14:47:43,1.0
2022-05-02 14:54:14,8.0
2022-05-02 23:21:14,-8.0
2022-05-02 23:24:26,8.0
2022-05-02 23:30:15,8.0
2022-05-02 23:35:14,-8.0
2022-05-02 23:40:16,-8.0
2022-05-02 23:44:15,8.0
2022-05-04 04:56:50,9.0
2022-05-04 05:00:23,-8.0
2022-05-04 05:05:50,9.0
2022-05-04 05:10:57,-4.0
2022-05-04 05:11:57,4.0
2022-05-04 05:17:21,-4.0
2022-05-04 05:19:58,4.0
2022-05-04 05:21:58,4.0
2022-05-04 05:26:20,-12.0
2022-05-04 05:30:57,4.0
2022-05-04 05:36:59,4.0
2022-05-04 21:57:14,4.0
2022-05-04 22:02:44,-12.0
2022-05-04 22:05:46,4.0
2022-05-04 22:11:46,-4.0
2022-05-04 22:17:51,4.0
2022-05-04 22:23:50,-4.0
2022-05-04 22:32:52,-4.0
2022-05-04 22:36:52,4.0
2022-05-04 22:44:16,3.0
2022-05-04 22:49:52,3.0
2022-05-04 22:55:53,3.0
2022-05-04 23:00:54,-5.0
2022-05-07 03:53:19,3.0
2022-05-07 04:32:22,3.0
2022-05-07 04:39:21,3.0
2022-05-07 04:45:24,-5.0
2022-05-07 04:51:23,3.0
2022-05-07 05:00:24,3.0
2022-05-07 05:07:24,3.0
2022-05-07 05:14:17,3.0
2022-05-07 05:19:34,3.0
2022-05-07 05:26:19,4.0
2022-05-07 05:32:19,-13.0
2022-05-09 04:28:20,3.0
2022-05-09 04:34:08,3.0
2022-05-09 04:39:09,3.0
2022-05-09 04:43:07,4.0
2022-05-09 04:49:08,-13.0
2022-05-09 04:56:08,-5.0
2022-05-09 05:00:08,3.0
2022-05-09 05:04:09,3.0
2022-05-09 05:12:10,3.0
2022-05-09 05:17:09,3.0
2022-05-09 05:23:11,-13.0
2022-05-09 05:28:11,-11.0
2022-05-10 02:52:17,-3.0
2022-05-10 03:51:34,5.0
2022-05-10 04:51:42,1.0
2022-05-10 05:51:49,1.0
2022-05-11 03:48:13,-15.0
2022-05-11 03:52:14,1.0
2022-05-11 03:58:14,1.0
2022-05-11 04:08:14,1.0
2022-05-11 04:14:19,1.0
2022-05-11 04:19:19,1.0
2022-05-11 04:24:19,1.0
2022-05-11 04:28:19,1.0
2022-05-11 04:34:19,-15.0
2022-05-11 04:40:20,1.0
2022-05-11 04:46:19,2.0
2022-05-11 04:49:22,2.0
2022-05-11 04:54:20,2.0
2022-05-11 05:03:21,2.0
2022-05-11 05:09:22,2.0
2022-05-11 05:15:21,2.0
2022-05-11 05:21:20,2.0
2022-05-11 05:24:20,-6.0
2022-05-11 05:30:22,2.0
2022-05-12 03:06:52,2.0
2022-05-12 03:12:55,2.0
2022-05-12 03:18:53,4.0
2022-05-12 03:23:55,-5.0
2022-05-12 03:36:19,4.0
2022-05-12 03:42:20,4.0
2022-05-12 03:45:20,4.0
2022-05-12 03:46:20,4.0
2022-05-12 03:52:55,-8.0
2022-05-12 03:59:20,9.0
2022-05-12 04:06:21,9.0
2022-05-12 04:10:21,6.0
2022-05-12 04:17:00,6.0
2022-05-12 04:24:20,4.0
2022-05-12 04:31:01,4.0
2022-05-12 04:37:01,2.0
2022-05-12 04:43:02,2.0
2022-05-13 04:03:21,-13.0
2022-05-13 04:06:21,2.0
2022-05-13 04:08:20,1.0
2022-05-13 04:17:36,1.0
2022-05-13 04:22:36,-15.0
2022-05-13 04:42:07,2.0
2022-05-13 04:47:37,2.0
2022-05-13 04:57:38,5.0
2022-05-13 05:02:38,-12.0
2022-05-13 05:07:09,-12.0
2022-05-13 05:13:12,-4.0
2022-05-17 03:46:40,3.0
2022-05-17 03:52:19,3.0
2022-05-17 03:58:19,3.0
2022-05-17 04:03:42,3.0
2022-05-17 04:09:43,3.0
2022-05-17 04:15:43,3.0
2022-05-17 04:21:44,-5.0
2022-05-17 04:27:49,-14.0
2022-05-17 04:34:21,2.0
2022-05-17 04:39:50,-6.0
2022-05-17 04:45:49,2.0
2022-05-17 04:50:23,2.0
2022-05-17 04:54:51,2.0
2022-05-17 05:02:50,2.0
2022-05-17 05:08:24,1.0
2022-05-17 05:14:51,1.0
2022-05-17 05:20:53,1.0
2022-05-17 05:26:24,1.0
2022-05-17 05:32:25,2.0
2022-05-18 06:14:27,2.0
2022-05-18 18:13:18,-7.0
2022-05-18 18:18:19,-7.0
2022-05-18 18:22:43,5.0
2022-05-18 18:28:44,5.0
2022-05-18 18:33:19,-3.0
2022-05-18 18:37:18,5.0
2022-05-18 18:42:43,5.0
2022-05-18 18:48:20,-11.0
2022-05-18 18:54:20,5.0
2022-05-18 18:59:19,-3.0
2022-05-26 03:25:22,5.0
2022-05-26 03:29:02,-11.0
2022-05-26 03:34:02,1.0
2022-05-26 03:39:08,1.0
2022-05-26 03:41:23,1.0
2022-05-26 03:48:09,1.0
2022-05-26 03:54:09,1.0
2022-05-26 04:00:09,2.0
2022-05-26 04:05:09,2.0
2022-05-26 04:08:24,2.0
2022-05-26 04:13:23,2.0
2022-05-26 04:19:10,2.0
2022-05-26 04:25:11,3.0
2022-05-26 04:29:25,-13.0
2022-05-26 04:36:16,3.0
2022-05-26 04:42:17,3.0
2022-05-26 04:47:26,3.0
2022-05-26 04:52:18,3.0
2022-05-26 04:55:18,3.0
2022-05-26 05:01:29,3.0
2022-05-26 05:06:18,3.0
2022-05-26 05:11:39,3.0
2022-06-01 03:03:22,-13.0
2022-06-01 03:07:02,1.0
2022-06-01 03:15:22,1.0
2022-06-01 03:22:07,-5.0
2022-06-01 03:27:07,-6.0
2022-06-01 03:33:08,3.0
2022-06-01 03:39:08,3.0
2022-06-01 03:45:08,3.0
2022-06-01 03:49:22,3.0
2022-06-01 03:55:09,-14.0
2022-06-01 03:59:09,2.0
2022-06-01 04:04:09,2.0
2022-06-01 04:10:10,3.0
2022-06-01 04:14:12,3.0
2022-06-01 04:20:12,-6.0
2022-06-01 04:25:13,3.0
2022-06-01 04:30:24,3.0
2022-06-01 04:34:13,3.0
2022-06-01 04:39:12,3.0
2022-06-07 01:24:57,-14.0
2022-06-07 02:25:04,2.0
2022-06-07 03:55:16,2.0
2022-06-07 03:59:17,3.0
2022-06-07 04:01:17,3.0
2022-06-07 04:07:17,3.0
2022-06-07 04:13:17,3.0
2022-06-07 04:17:17,-11.0
2022-06-07 04:23:18,5.0
2022-06-07 04:29:18,5.0
2022-06-07 04:33:19,5.0
2022-06-07 04:38:23,-11.0
2022-06-07 04:41:22,5.0
2022-06-07 04:45:23,-11.0
2022-06-07 04:47:23,5.0
2022-06-07 04:53:23,5.0
2022-06-07 04:59:24,-3.0
2022-06-07 05:05:23,5.0
2022-06-08 04:01:26,5.0
2022-06-08 04:05:25,-3.0
2022-06-08 04:11:24,5.0
2022-06-08 04:20:27,6.0
2022-06-08 04:26:28,2.0
2022-06-08 04:32:29,2.0
2022-06-08 04:38:28,2.0
2022-06-08 04:44:28,-14.0
2022-06-08 04:49:28,2.0
2022-06-08 04:55:41,1.0
2022-06-08 05:00:30,1.0
2022-06-08 05:06:29,4.0
2022-06-08 05:12:21,-4.0
2022-06-10 03:25:14,4.0
2022-06-10 03:30:14,5.0
2022-06-10 03:36:13,-4.0
2022-06-10 03:42:14,-12.0
2022-06-10 03:47:14,4.0
2022-06-10 03:52:16,-4.0
2022-06-10 04:00:20,4.0
2022-06-10 04:06:18,4.0
2022-06-10 04:10:20,-12.0
2022-06-10 04:14:20,-13.0
2022-06-10 04:18:20,2.0
2022-06-10 04:22:20,3.0
2022-06-10 04:25:21,3.0
2022-06-13 04:58:24,3.0
2022-06-13 05:04:24,-14.0
2022-06-13 05:11:25,2.0
2022-06-13 05:16:19,2.0
2022-06-26 08:06:18,-6.0
2022-06-26 08:11:18,2.0
2022-06-28 00:15:34,2.0
2022-06-28 00:22:34,-5.0
2022-06-28 00:28:34,3.0
2022-06-28 00:33:35,3.0
2022-06-28 00:39:44,3.0
2022-06-28 00:42:36,3.0
2022-06-28 00:48:35,8.0
2022-06-28 00:54:36,8.0
2022-06-28 01:00:37,-8.0
2022-06-28 01:04:36,8.0
2022-06-28 01:10:37,9.0
2022-06-28 01:15:48,-8.0
2022-06-28 01:21:22,-8.0
2022-06-28 11:52:21,-3.0
2022-06-28 11:58:02,4.0
2022-06-28 12:03:06,5.0
2022-06-28 12:09:06,2.0
2022-06-28 12:13:20,1.0
2022-06-28 12:19:21,-4.0
2022-06-28 12:24:07,2.0
2022-06-28 12:30:07,1.0
2022-06-28 12:36:07,1.0
2022-06-28 12:43:08,-15.0
2022-06-28 12:49:09,-14.0
2022-06-28 12:54:08,3.0
2022-06-28 12:56:08,7.0
2022-06-28 13:04:12,-9.0
2022-06-28 13:08:12,-3.0
2022-06-28 13:14:12,5.0
2022-06-28 13:18:13,-3.0
2022-06-29 22:01:15,6.0
2022-06-29 22:06:14,6.0
2022-06-29 22:12:15,6.0
2022-06-29 22:16:16,6.0
2022-06-29 22:21:16,-10.0
2022-06-29 22:27:16,-11.0
2022-06-29 22:34:16,5.0
2022-06-29 22:39:17,-11.0
2022-06-29 22:45:17,2.0
2022-06-29 22:49:17,2.0
